@RELATION 	Feature7

@ATTRIBUTE 	Text	string
@ATTRIBUTE 	Class 	{Positive, Negative, Neutral}

@DATA
"השמע חזק וברור",Positive
"מסך 5 5 אינץ חד מאין כמותו עוצמת שמע גבוהה מצלמה סופר איכותית עם פוקוס לייזר אוטומטי מהיר ביותר בקיצור אחד המכשירים המובילים בשוק כיום ובצדק",Positive
"רמקול ברמה הגבוהה ביותר",Positive
"בנוסף יש לו גם רמקולים ממש טובים והוא תומך בlte שלצערי עדיין לא בארץ",Positive
"איכות סאונד באוזניות מדהימה בנוסף רמקולים סטריאו חזקים",Positive
"איכות שיחה טובה ונקיה גם בספיקר",Positive
"4 רמקול מעולה",Positive
"איכות שיחה טובה ונקיה גם בסיפקר",Positive
"איכות שמע מצוינת בכל המובנים",Positive
"איכות שמע טובה",Positive
"המסך חד ובהיר עם זוויות צפיה מעולות שמע באפרכסת חזק וברור",Positive
"מרוצה מאוד מאיכות השמע של המכשיר שהיא צלולה וברורה לדעתי פרמטר חשוב של הטלפון",Positive
"רמקול אדיר נוח אבל גדול מדי בטרייה חזקה מספיקה ליום וחצי",Positive
"מערכת הפעלה נוחה מאוד הרמקול בטלפון טוב ואפילו",Positive
"ספיקר מצוין שמיעה מעולה עיצוב מוקפד ויוקרתי",Positive
"הצלילים נקיים וצלולים רמת שמע טובה המכשיר נוח לאחיזה ביד נוח לנשיאה בכיס",Positive
"מסך של סמסונג ממש טוב איכותי וחד סאונד חזק",Positive
"שמע איכות הספיקר טובה אך לא מדהימה מנגד האפרכסת מספקת עוצמה גבוהה וצליל עשיר",Positive
"חשוב לציין שאיכות השיחה טובה מאוד הצלילים נשמעים ברורים וחדים מאוד",Positive
"הרמקול החזק",Positive
"הרמקול החזק נשמע נפלא ומשמיע צלילים מדוייקים",Positive
"ספיק חזק וברור",Positive
"רמקולים עיצוב בניה וחוזק הטובים ביותר לדעתי חוץ מהm8 שהוא אולי קצת יותר טוב",Positive
"טלפון איכותי בנוי לתלפיות תצוגה מעולה וסאונד אוי אוי אוי מעולה הכי טובה שיש ביטס",Positive
"המסך פשוט מטורף והרמקולים לא מהעולם הזה אחד הדברים הכי טובים שתשמעו בחיים",Positive
"המכשיר עבד לא רע בכלל הרמקולים משובחים הממשק נחמד והמצלמה מצלמת בחושך בצורה פנטסטית משהו בלתי שגרתי לחלוטין רק שבצילומים רגילים אין לה שום יתרון על המתחרים ונהפוך הוא",Positive
"רמקולים סטראו מעולים וחזקים הרבה יותר טובים מכל מתחרה בכמה רמות",Positive
"שיחות נשמעות היטב וכן הקלטות",Positive
"אין מצלמה קדימת רמקול חזק",Positive
"הרמקול על המכשיר הזה משמיע צלילים סבירים ביותר כשאני רוצה לראות סרטון עם כמה חברים או להשמיע להם שיר מגניב וכמובן שגם צלצול הטלפון נשמע בסדר גמור",Positive
"איכות השמע טובה",Positive
"רמקול חזק נורא",Positive
"איכות מוזיקה מדהימה בטירוף",Positive
"איכות שמיעה טובה לדעתי גם בספיקר",Positive
"הרמקול שלו מעולה",Positive
"יכולות הקלטת סאונד מעולות",Positive
"שמע הרמקול של הפלאפון חלש יחסית וקול אנושי נשמע בו קצת צורמני",Positive
"למכשיר זוג רמקולים שמביאים סאונד עוצמתי וברור גם בעוצמה הכי חזקה",Positive
"הרמקולים לא צורמים ויכולים לספק איכות שמע נפלאה למי שאוהב לראות סרטים ולשמוע מוזיקה וגם הרינגטונים נשמעים מצויין ללא ספק הרמקולים במכשיר הזה הם הטובים ביותר שיש בשוק במכשיר סלולרי כלשהו",Positive
"רמקולים טובים",Positive
"המכשיר הזה מדהים יש בו הכל אני ממליץ בחום שומעים יפה מסך מעולה",Positive
"מצלמה מהירה וועוצמת הקול חזקים מאוד ולפני שקניתי הטלפון נראה יפה",Positive
"צלצול חזק",Positive
"7 רמקול חזק מאוד",Positive
"ספיקר עוצמתי",Positive
"רמקולים חזקים",Positive
"רמקול משופר",Positive
"לרמקול של המכשיר יש איכות מעולה שקל ונוח לשמוע בה",Positive
