@RELATION 	Feature15

@ATTRIBUTE 	Text	string
@ATTRIBUTE 	Class 	{Positive, Negative, Neutral}

@DATA
"בלוטוס ותקשורת אלחוטית עובדים טוב",Positive
"תומך ב4g",Positive
"קישוריות wifi מצויינת גלישה מהירה גם ברשת הסלולרית מסתנכרן בקלות עם המחשב בעזרת usb",Positive
"wifi gps עובדים בצורה חזקה ומושלמת",Positive
"מכשיר מדהים עובד חלק עושה הכל חוץ מקפה גלישה מצוינת טלפון נהדר אפליקציות עובדות מצויין",Positive
"האינטרנט מהיר",Positive
"גלישה טובה ובחיים לא עשה לי שום בעייה של נכבה ונידלק סתם ככה",Positive
"מתחבר מהר לרשת אל חוטית בעל טווח קליטה גדול יותר גלישת אינטרנט חסרת תקדים",Positive
"רק מה? הדגם הזה מוכן כבר לדור 4 המתדפק על דלתות ישראל",Positive
"האינטרנט רץ היטב בכרום",Positive
"בדגם הזה אין בעיות קליטה",Positive
"גלישה מהירה מסך חד ומדהים מצלמה נהדרת עם המון אפשרויות צילום",Positive
"אינטרנט מהיר וזה תמיכה בכמעט כל האפליקציות ועוד כל מיני דברים כאלה משכו אותי למכשיר הזה",Positive
"רמת הקרינה ממש נמוכה 0 24",Positive
"קרינה נמוכה מאוד",Positive
"בלוטות בגירסה 3 החדישה ביותר בעל מהירות העברת קבצים גבוהה בהנחה שהוא מתקשר עם בלוטות באותה טכנולוגיה ובעל תקן a2dp",Positive
"הgps עובד מצויין",Positive
"gps טוב מאוד",Positive
"גלישה באינטרנט מצויינת",Positive
"רמת קרינה נמוכה",Positive
"למכשיר כמות הקרינה הנמוכה בקטגוריה משמעותית",Positive
"מתחבר לאפליקציות בזריזות הוויז מוכן לניווט תוך שניות",Positive
"קרינה יחסית נמוכה",Positive
"11 gps מתחבר תוך שניה אפילו במקומות יחסית קשים",Positive
"gps מתחבר במהירות",Positive
"הוא מהיר המצלמה מעולה גם הסטילס וגם הוידאו הגלישה נוחה ומהירה והאפליקציות טסות",Positive
"בנוסף יש לו גם רמקולים ממש טובים והוא תומך בlte שלצערי עדיין לא בארץ",Positive
"קליטה מעולה ב gps ומהירא מאוד בתעבורת אינטרנט",Positive
"יש נורית התראה לשיחות שלא נענו וגם בהודעות המקש הבית נח ללחיצה צבעים טובים במסך gps עובד ישר",Positive
"טלפון מצויין מהיר עם העידכונים הכי חדשים בעיברית ותמיכה בדור 4 בסלולר",Positive
"הגלישה נוחה ומהירה והאפליקציות טסות זה מה שאני אוהב אצל אפל דברים פשוט עובדים טוב",Positive
"מרגיש נוח ביד קליטה טובה",Positive
"אגב הקרינה בסדר",Positive
"המכשיר תומך בדור הרביעי וזה יתרון",Positive
"ג יפסי גם עובד יפה אחרי סדרה של עדכוני תוכנה אוטומטיים",Positive
"המצלמה טובה אפליקציות עולות מהר האינטרנט מהיר",Positive
"קליטת האינטרנט האלחוטי טובה",Positive
"מבחינת תוכן הוא טס בכל עניין אם זה בגלישה או העברות או העלאות או הורדות",Positive
"במחיר שלו לדעתי משתלם לקנות אותו הוא גם תומך דור 4 ברשת orange",Positive
"פשוט לשימוש ואינטואיטיבי קליטה מעולה",Positive
"קישוריות חזקה איכות שמע אודיו מעולה בשני רמקולים סטראו עדין עמוק ואיכותי גם באוזניות ספיקר טוב ומספק שידורים חיים באינטרנט ומאפליקציות נשמעים נהדר וחזק ולא נקטעים כל רגע",Positive
